Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1777911315,10,,Aggregated,0.100000,0.000000,24000,24000,26000,29000,33000,33000,33000,33000,33000,33000,33000,9,0,24000,23018.77731111017,8468.211500003235,32503.290499997092,1030.7777777777778
1777911316,10,,Aggregated,0.100000,0.000000,24000,24000,26000,29000,33000,33000,33000,33000,33000,33000,33000,9,0,24000,23018.77731111017,8468.211500003235,32503.290499997092,1030.7777777777778
1777911317,10,,Aggregated,0.100000,0.000000,24000,24000,26000,29000,33000,33000,33000,33000,33000,33000,33000,9,0,24000,23018.77731111017,8468.211500003235,32503.290499997092,1030.7777777777778
1777911318,10,,Aggregated,0.100000,0.000000,24000,24000,26000,29000,33000,33000,33000,33000,33000,33000,33000,9,0,24000,23018.77731111017,8468.211500003235,32503.290499997092,1030.7777777777778
1777911319,10,,Aggregated,0.100000,0.000000,24000,24000,26000,29000,33000,33000,33000,33000,33000,33000,33000,9,0,24000,23018.77731111017,8468.211500003235,32503.290499997092,1030.7777777777778
1777911320,10,,Aggregated,0.100000,0.000000,24000,24000,26000,29000,33000,33000,33000,33000,33000,33000,33000,9,0,24000,23018.77731111017,8468.211500003235,32503.290499997092,1030.7777777777778
1777911321,10,,Aggregated,0.100000,0.000000,24000,24000,26000,29000,33000,33000,33000,33000,33000,33000,33000,9,0,24000,23018.77731111017,8468.211500003235,32503.290499997092,1030.7777777777778
1777911322,10,,Aggregated,0.100000,0.000000,24000,26000,29000,33000,42000,42000,42000,42000,42000,42000,42000,10,0,24000,24883.174359999248,8468.211500003235,41662.74780000094,1002.6
1777911323,10,,Aggregated,0.100000,0.000000,24000,26000,29000,33000,42000,42000,42000,42000,42000,42000,42000,10,0,24000,24883.174359999248,8468.211500003235,41662.74780000094,1002.6
1777911324,10,,Aggregated,0.100000,0.000000,24000,26000,29000,33000,42000,42000,42000,42000,42000,42000,42000,10,0,24000,24883.174359999248,8468.211500003235,41662.74780000094,1002.6
1777911325,10,,Aggregated,0.100000,0.000000,24000,29000,33000,33000,42000,45000,45000,45000,45000,45000,45000,11,0,24000,26723.626227271532,8468.211500003235,45128.14489999437,969.1818181818181
1777911326,10,,Aggregated,0.100000,0.000000,24000,29000,33000,33000,42000,45000,45000,45000,45000,45000,45000,11,0,24000,26723.626227271532,8468.211500003235,45128.14489999437,969.1818181818181
1777911327,10,,Aggregated,0.100000,0.000000,24000,29000,33000,33000,42000,45000,45000,45000,45000,45000,45000,11,0,24000,26723.626227271532,8468.211500003235,45128.14489999437,969.1818181818181
1777911328,10,,Aggregated,0.100000,0.000000,24000,29000,33000,33000,42000,45000,45000,45000,45000,45000,45000,11,0,24000,26723.626227271532,8468.211500003235,45128.14489999437,969.1818181818181
1777911329,10,,Aggregated,0.100000,0.000000,24000,29000,33000,33000,42000,45000,45000,45000,45000,45000,45000,11,0,24000,26723.626227271532,8468.211500003235,45128.14489999437,969.1818181818181
1777911330,10,,Aggregated,0.100000,0.000000,24000,29000,33000,33000,42000,45000,45000,45000,45000,45000,45000,11,0,24000,26723.626227271532,8468.211500003235,45128.14489999437,969.1818181818181
1777911331,10,,Aggregated,0.100000,0.000000,24000,29000,33000,33000,42000,45000,45000,45000,45000,45000,45000,11,0,24000,26723.626227271532,8468.211500003235,45128.14489999437,969.1818181818181
1777911332,10,,Aggregated,0.100000,0.000000,24000,29000,33000,33000,42000,45000,45000,45000,45000,45000,45000,11,0,24000,26723.626227271532,8468.211500003235,45128.14489999437,969.1818181818181
1777911333,10,,Aggregated,0.100000,0.000000,24000,29000,33000,33000,42000,45000,45000,45000,45000,45000,45000,11,0,24000,26723.626227271532,8468.211500003235,45128.14489999437,969.1818181818181
1777911334,10,,Aggregated,0.100000,0.000000,24000,29000,33000,33000,42000,45000,45000,45000,45000,45000,45000,11,0,24000,26723.626227271532,8468.211500003235,45128.14489999437,969.1818181818181
1777911335,10,,Aggregated,0.100000,0.000000,24000,29000,33000,33000,42000,45000,45000,45000,45000,45000,45000,11,0,24000,26723.626227271532,8468.211500003235,45128.14489999437,969.1818181818181
1777911336,10,,Aggregated,0.100000,0.000000,24000,29000,33000,33000,42000,45000,45000,45000,45000,45000,45000,11,0,24000,26723.626227271532,8468.211500003235,45128.14489999437,969.1818181818181
